截至日期和时间,2020年3月3日起超两千例确诊国家疫情发展态势      (人民日报新媒体发布，带颜色数字为累计确诊、历史最大确诊日增、累计死亡、历史最大死亡日增数字前10名）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,截至日期和时间,,,,
,,0,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,13,,,,14,,,,15,,,,16,,,,17,,,,18,,,,19,,,,20,,,,21,,,,22,,,,23,,,,24,,,,25,,,,26,,,,27,,,,28,,,,29,,,,30,,,,31,,,,32,,,,33,,,,34,,,,35,,,,36,,,,37,,,,38,,,,39,,,,40,,,,41,,,,42,,,,43,,,,44,,,,45,,,,46,,,,47,,,,48,,,,49,,,,50,,,,51,,,,52,,,,53,,,,54,,,,55,,,,56,,,,57,,,,58,,,,59,,,,60,,,,61,,,,62,,,,63,,,,64,,,,65,,,,66,,,,67,,,,68,,,,69,,,,70,,,,71,,,,72,,,,73,,,,74,,,,75,,,,76,,,,77,,,,78,,,,79,,,,80,,,,81,,,,82,,,,83,,,,84,,,,,,,,
2020/3/10 12:00,109,32555,4390,878,172,704,132,26,5,20,3,0,0,30,5,0,0,319,46,5,2,1223,610,28,11,9172,1797,463,97,1139,237,2,2,0,0,0,0,1412,276,25,6,7161,595,237,43,47,7,0,0,9,2,0,0,80754,19,3136,17,77,11,1,1,20,5,0,0,239,39,0,0,7,0,0,0,13,5,0,0,321,56,3,0,16,9,0,0,18,3,0,0,15,1,0,0,6,0,0,0,337,0,2,0,260,57,0,0,30,9,0,0,160,10,0,0,24,3,0,0,59,14,0,0,3,0,0,0,17,9,0,0,1,0,0,0,19,13,0,0,17,2,0,0,50,11,0,0,7,4,0,0,524,27,9,2,3,2,0,0,131,27,0,0,65,1,0,0,59,4,1,0,1,0,0,0,24,14,1,0,7513,131,54,1,35,8,0,0,2,1,0,0,1,1,0,0,38,6,0,0,17,5,1,0,169,0,0,0,20,0,0,0,109,30,0,0,4,0,0,0,101 ,18 ,3 ,0 ,2,0,0,0,117,18,0,0,0,0,0,0,33,8,0,0,2,1,0,0,1,0,0,0,0,0,0,0,18,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,67,6,7,1,9,2,0,0,2,0,0,0,9,0,0,0,50,0,1,0,84,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0,4,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,2020/3/10 12:00,,,,
2020/3/11 12:00,114,37449,4894,1136,258,1004,300,31,5,20,0,0,0,34,4,0,0,373,54,6,1,1695,472,35,7,10283,1111,631,168,1524,385,2,0,1,1,0,0,1784,372,33,8,8042,881,291,54,61,14,0,0,11,2,0,0,80778,24,3158,22,93,16,1,0,21,1,0,0,267,28,0,0,7,0,0,0,17,4,0,0,382,61,4,1,18,2,0,0,24,6,0,0,15,0,0,0,9,3,0,0,475,138,3,1,355,95,0,0,30,0,0,0,166,6,0,0,34,10,0,0,74,15,0,0,3,0,0,0,22,5,0,0,1,0,0,0,27,8,0,0,28,11,0,0,75,25,0,0,7,0,0,0,582,58,12,3,3,0,0,0,182,51,0,0,69,4,0,0,59,0,1,0,5,4,0,0,35,11,1,0,7755,242,61,7,59,24,0,0,5,3,0,0,8,7,1,1,61,23,0,0,19,2,1,0,277,108,0,0,20,0,0,0,109,0,0,0,7,3,0,0,117 ,16 ,3 ,0 ,3,1,1,1,129,12,0,0,0,0,0,0,40,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,2,2,0,0,5,0,0,0,71,4,7,0,12,3,0,0,2,0,0,0,11,2,0,0,53,3,1,0,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,2,0,0,6,2,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,9,0,0,2020/3/11 12:00,,,,
2020/3/12 12:00,119,43787,6338,1456,320,1162,158,37,6,28,8,0,0,52,18,0,0,460,87,8,2,2182,398,49,14,12462,2179,827,196,1567,43,3,1,1,0,0,0,2281,497,48,15,9000,958,354,63,68,7,0,0,11,0,0,0,80793,15,3169,11,107,14,1,0,21,0,0,0,314,47,3,3,11,4,0,0,23,6,0,0,503,121,5,1,20,2,0,0,263,239,0,0,17,2,0,0,12,3,0,0,613,138,4,1,500,145,1,1,59,29,0,0,178,12,0,0,43,9,1,1,74,0,0,0,3,0,0,0,31,9,0,0,1,0,0,0,34,7,1,1,31,3,0,0,97,22,0,0,13,6,0,0,638,56,15,3,9,6,0,0,246,64,0,0,72,3,0,0,67,8,1,0,5,0,0,0,49,14,2,1,7869,114,66,5,262,203,0,0,18,13,0,0,11,3,1,0,91,30,0,0,21,2,1,0,489,212,0,0,20,0,0,0,195,86,0,0,7,0,0,0,129 ,12 ,3 ,0 ,5,2,2,1,149,20,0,0,0,0,0,0,65,25,0,0,2,0,0,0,3,2,0,0,0,0,0,0,18,0,0,0,1,0,0,0,2,0,0,0,7,2,0,0,71,0,7,0,13,1,0,0,2,0,0,0,13,2,0,0,70,17,1,0,99,10,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,4,0,0,19,4,0,0,1,1,0,0,0,0,0,0,3,3,0,0,90,21,0,0,2020/3/12 12:00,,,,
2020/3/13 12:00,122,52427,8640,1793,337,1635,473,41,4,34,6,0,0,77,25,0,0,590,130,10,2,3004,822,84,35,15385,2923,1016,189,2369,802,5,2,1,0,0,0,2876,595,61,13,10075,1075,429,75,74,6,1,1,22,11,0,0,80813,20,3176,7,149,42,1,0,62,41,0,0,399,85,3,0,15,4,0,0,33,10,0,0,614,111,5,0,21,1,0,0,263,0,0,0,17,0,0,0,12,0,0,0,815,202,4,0,683,183,1,0,59,0,0,0,187,9,0,0,70,27,1,0,85,11,0,0,3,0,0,0,51,20,1,1,3,2,0,0,34,0,1,0,49,18,0,0,109,12,0,0,17,4,0,0,690,52,19,4,9,0,0,0,361,115,1,1,80,8,0,0,80,13,2,1,5,0,0,0,52,3,5,3,7979,110,67,1,514,252,0,0,24,6,0,0,11,0,1,0,96,5,0,0,31,10,1,0,703,214,0,0,26,6,2,2,195,0,0,0,7,0,0,0,159 ,30 ,3 ,0 ,6,1,2,0,158,9,0,0,0,0,0,0,109,44,0,0,2,0,0,0,4,1,0,0,2,2,0,0,19,1,0,0,8,7,0,0,2,0,0,0,17,10,0,0,83,12,8,1,13,0,0,0,2,0,0,0,15,2,1,1,70,0,1,0,117,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,11,4,0,0,23,13,0,0,24,5,0,0,1,0,0,0,0,0,0,0,4,1,0,0,109,19,0,0,2020/3/13 12:00,,,,
2020/3/14 12:00,136,62422,9995,2226,433,2033,398,47,6,45,11,0,0,98,21,0,0,798,208,10,0,5232,2228,133,49,17660,2275,1266,250,3062,693,5,0,5,4,0,0,3661,785,79,18,11364,1289,514,85,81,7,1,0,28,6,0,0,80824,11,3189,13,198,49,1,0,86,24,0,0,556,157,3,0,26,11,0,0,43,10,0,0,804,190,10,5,28,7,0,0,320,57,0,0,23,6,1,1,12,0,0,0,1009,194,6,2,775,92,1,0,112,53,0,0,200,13,0,0,90,20,1,0,85,0,0,0,3,0,0,0,68,17,2,1,3,0,1,1,69,35,2,1,70,21,0,0,143,34,0,0,24,7,0,0,725,35,21,2,13,4,0,0,504,143,1,0,100,20,0,0,93,13,2,0,5,0,0,0,64,12,6,1,8086,107,72,5,674,120,0,0,35,11,0,0,36,25,1,0,141,45,0,0,34,3,2,1,750,47,0,0,26,0,2,0,210,15,0,0,7,0,0,0,159 ,0 ,3 ,0 ,7,1,2,0,197,39,0,0,4,4,0,0,155,46,0,0,2,0,0,0,8,4,0,0,2,0,0,0,20,1,0,0,8,0,0,0,3,1,0,0,34,17,1,1,93,10,9,1,19,6,0,0,2,0,0,0,19,4,1,0,75,5,1,0,190,73,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,1,1,21,11,0,0,13,2,0,0,30,7,0,0,31,7,0,0,1,0,0,0,1,1,0,0,4,0,0,0,128,19,0,0,2020/3/14 12:00,,,,
2020/3/15 12:00,147,73528,11106,2623,397,2796,763,57,10,59,14,0,0,121,23,0,0,1140,342,21,11,6393,1161,195,62,21157,3497,1441,175,3795,733,8,3,6,1,0,0,4500,839,91,12,12729,1365,611,97,84,3,2,1,28,0,0,0,80844,20,3199,10,253,55,1,0,103,17,0,0,689,133,4,1,41,15,0,0,61,18,0,0,959,155,12,2,33,5,0,0,337,17,0,0,23,0,1,0,27,15,0,0,1189,180,11,5,961,186,2,1,112,0,0,0,212,12,0,0,129,39,2,1,85,0,0,0,3,0,0,0,104,36,3,1,3,0,1,0,96,27,2,0,113,43,0,0,195,52,0,0,38,14,0,0,787,62,22,1,22,9,0,0,655,151,1,0,100,0,0,0,110,17,2,0,5,0,0,0,111,47,8,2,8162,76,75,3,801,127,0,0,46,11,0,0,43,7,1,0,189,48,0,0,45,11,2,0,1046,296,3,3,37,11,3,1,211,1,0,0,10,3,0,0,236 ,77 ,3 ,0 ,18,11,2,0,238,41,0,0,6,2,0,0,224,69,0,0,2,0,0,0,12,4,0,0,2,0,0,0,20,0,0,0,20,12,0,0,3,0,0,0,51,17,1,0,110,17,9,0,30,11,0,0,3,1,0,0,19,0,1,0,82,7,1,0,228,38,3,2,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,22,1,0,0,21,8,0,0,36,6,2,2,37,6,0,0,1,0,0,0,1,0,0,0,4,0,0,0,156,28,0,0,2020/3/15 12:00,,,,
2020/3/16 9:00,151,86485,12957,3287,664,3499,703,62,5,63,4,0,0,200,79,0,0,1372,232,35,14,7753,1360,288,93,24747,3590,1809,368,5813,2018,13,5,18,12,0,0,5424,924,127,36,13938,1209,724,113,110,26,2,0,71,43,0,0,80860,16,3213,14,343,90,1,0,118,15,0,0,886,197,4,0,41,0,0,0,75,14,0,0,1135,176,20,8,53,20,0,0,401,64,0,0,23,0,1,0,27,0,0,0,1563,374,13,2,1023,62,3,1,245,133,0,0,226,14,0,0,169,40,2,0,93,8,0,0,5,2,0,0,125,21,3,0,3,0,1,0,117,21,5,3,123,10,0,0,213,18,0,0,61,23,0,0,818,31,24,2,34,12,0,0,860,205,2,1,112,12,0,0,126,16,2,0,5,0,0,0,140,29,12,4,8236,74,75,0,827,26,0,0,48,2,0,0,43,0,1,0,253,64,0,0,45,0,2,0,1234,188,3,0,48,11,4,1,214,3,0,0,16,6,0,0,272 ,36 ,3 ,0 ,28,10,2,0,428,190,0,0,8,2,0,0,243,19,0,0,2,0,0,0,23,11,0,0,6,4,0,0,22,2,0,0,26,6,0,0,3,0,0,0,59,8,1,0,124,14,9,0,32,2,1,1,4,1,0,0,23,4,1,0,114,32,1,0,331,103,4,1,2,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,24,2,0,0,24,3,0,0,51,15,2,0,46,9,0,0,4,3,0,0,2,1,1,1,4,0,0,0,177,21,0,0,2020/3/16 9:00,,,,
2020/3/17 12:00,154,100286,13801,3926,639,4661,1162,90,28,93,30,0,0,234,34,0,0,1543,171,55,20,9942,2189,342,54,27980,3233,2158,349,7182,1369,17,4,47,29,0,0,6633,1209,148,21,14991,1053,853,129,117,7,2,0,86,15,0,0,80881,21,3226,13,436,93,4,3,133,15,0,0,1085,199,5,1,82,41,0,0,156,81,0,0,1413,278,24,4,184,131,0,0,439,38,0,0,37,14,1,0,36,9,0,0,2200,637,14,1,1119,96,7,4,331,86,1,1,243,17,0,0,223,54,2,0,98,5,0,0,8,3,0,0,177,52,4,1,7,4,2,1,134,17,5,0,158,35,0,0,298,85,0,0,62,1,0,0,835,17,28,4,57,23,0,0,1016,246,3,1,123,11,0,0,166,40,4,2,5,0,0,0,142,2,12,0,8320,84,81,6,864,37,3,3,57,9,0,0,69,26,1,0,344,91,0,0,65,20,2,0,1331,97,3,0,60,12,4,0,227,13,1,1,22,6,0,0,368 ,96 ,5 ,2 ,37,9,1（2？）,-1？,553,125,0,0,8,0,0,0,272,29,0,0,2,0,0,0,23,0,0,0,6,0,0,0,24,2,0,0,28,2,0,0,11,8,0,0,81,22,1,0,133,9,10,1,39,7,1,0,5,1,0,0,25,2,1,0,147,33,1,0,352,21,4,0,2,0,0,0,1,0,0,0,6,5,0,0,3,0,0,0,1,0,1,0,27,3,0,0,24,0,0,0,51,0,2,0,57,11,0,0,6,2,0,0,2,0,1,0,4,0,0,0,180,3,0,0,2020/3/17 12:00,,,,
2020/3/18 12:00,159,114963,14677,4675,749,6331,1670,105,15,114,21,0,0,291,57,0,0,1950,407,71,16,11178,1236,491,149,31506,3526,2503,345,9257,2075,24,7,98,51,1,1,7730,1097,175,27,16169,1178,988,135,137,20,3,1,117,31,0,0,80894,13,3237,11,595,159,8,4,171,38,0,0,1243,158,10,5,93,11,0,0,201,45,0,0,1705,292,43,19,237,53,0,0,439,0,0,0,111,74,2,1,36,0,0,0,2269,69,19,5,1191,72,8,1,448,117,1,0,266,23,0,0,292,69,2,0,113,15,0,0,8,0,0,0,238,61,5,1,14,7,2,0,172,38,5,0,217,59,0,0,337,39,0,0,85,23,0,0,866,31,29,1,57,0,0,0,1332,316,3,0,130,7,0,0,196,30,6,2,21,16,1,1,187,45,14,2,8413,93,84,3,977,113,4,1,72,15,0,0,86,17,1,0,434,90,0,0,79,14,2,0,1452,121,3,0,60,0,5,1,237,10,1,0,22,0,0,0,531 ,163 ,5 ,0 ,44,7,2,1？,673,120,2,2,32,24,0,0,319,47,0,0,3,1,0,0,30,7,0,0,7,1,0,0,33,9,0,0,78,50,0,0,11,0,0,0,140,59,1,0,154,21,11,1,50,11,1,0,10,5,0,0,34,9,1,0,177,30,1,0,387,35,5,1,9,7,0,0,1,0,0,0,10,4,0,0,3,0,0,0,2,1,1,0,31,4,0,0,24,0,0,0,81,30,2,0,69,12,0,0,6,0,0,0,2,0,1,0,5,1,0,0,220,40,0,0,2020/3/18 12:00,,,,
2020/3/19 12:00,163,134946,19983,5615,940,9345,3014,150,45,147,33,0,0,514,223,4 ,4,2626,676,71,0,13716,2538,598,107,35713,4207,2978,475,11973,2716,28,4,191,93,2 ,1,9134,1404,264,89,17361,1192,1135,147,151,14,3,0,145,28,0,0,80928,34,3245,8,727,132,9,1,238,67,0,0,1486,243,14,4,118,25,0,0,238,37,0,0,2051,346,58,15,289,52,1,1,452,13,0,0,155,44,2,0,51,15,0,0,2772,503,21,2,1279,88,10,2,642,194,1,0,313,47,0,0,366,74,2,0,113,0,0,0,14,6,1,1,287,49,5,0,16,2,2,0,227,55,19,14,217,0,0,0,433,96,0,0,116,31,0,0,924,58,32,3,102,45,0,0,1646,314,3,0,142,12,0,0,210,14,6,0,21,0,1,0,202,15,17,3,8565,152,91,7,1057,80,4,0,89,17,0,0,109,23,1,0,522,88,0,0,97,18,3,1,1562,110,6,3,72,12,6,1,256,19,1,0,22,0,0,0,556 ,25 ,5 ,0 ,49,5,2,0,790,117,2,0,35,3,0,0,359,40,0,0,8,5,0,0,36,6,1,1,7,0,0,0,39,6,0,0,110,32,0,0,11,0,0,0,203,63,1,0,164,10,12,1,58,8,1,0,10,0,0,0,34,0,1,0,212,35,1,0,418,31,4？,-1？,9,0,0,0,1,0,0,0,15,5,0,0,3,0,0,0,1,-1,1,0,31,0,0,0,24,0,0,0,92,11,2,0,69,0,0,0,9,3,0,0,6,4,1,0,10,5,1,1,250,30,0,0,2020/3/19 12:00,,,,
2020/3/20 12:00,171,161783,26837,6672,1057,14250,4905,200,50,199,52,1,1,621,107,7 ,3,3269,643,144,73,17147,3431,767,169,41035,5322,3405,427,15320,3347,31,3,359,168,4 ,2,10995,1861,372,108,18407,1046,1284,149,173,22,4,1,234,89,1,1,80967,39,3248,3,873,146,9,0,274,36,0,0,1795,309,21,7,164,46,1,1,342,104,0,0,2460,409,76,18,448,159,2,1,452,0,0,0,260,105,3,1,51,0,0,0,3888,1116,33,12,1423,144,11,1,785,143,2,1,345,32,0,0,557,191,2,0,140,27,0,0,17,3,1,0,335,48,5,0,21,5,2,0,309,82,25,6,277,60,0,0,677,244,0,0,150,34,0,0,962,38,33,1,128,26,0,0,2013,367,4,1,148,6,0,0,256,46,7,1,21,0,1,0,217,15,17,0,8652,87,94,3,1151,94,6,2,103,14,0,0,135,26,1,0,694,172,0,0,128,31,3,0,1758,196,7,1,90,18,9,3,269,13,1,0,22,0,0,0,756 ,200 ,7 ,2 ,63,14,2,0,900,110,2,0,44,9,0,0,400,41,0,0,12,4,0,0,49,13,1,0,11,4,0,0,39,0,0,0,122,12,0,0,12,1,0,0,335,132,4,3,192,28,13,1,73,15,1,0,13,3,0,0,34,0,1,0,272,60,1,0,464,46,5,1？,9,0,0,0,1,0,0,0,23,8,0,0,5,2,0,0,1,0,1,0,38,7,0,0,64,40,0,0,107,15,2,0,102,33,1,1,9,0,0,0,6,0,1,0,16,6,1,0,330,80,0,0,2020/3/20 12:00,,,,
2020/3/21 12:00,178,192615,30832,7988,1316,19624,5374,260,60,253,54,1,0,904,283,11,4,3983,714,184,40,21571,4424,1002,235,47021,5986,4032,627,19848,4528,31,0,670,311,9,5,12612,1617,450,78,19644,1237,1433,149,206,33,5,1,263,29,4,3,81008,41,3255,7,1087,214,12,3,344,70,0,0,2257,462,37,16,203,39,2,1,434,92,0,0,2994,534,106,30,495,47,3,1,460,8,0,0,367,107,5,2,69,18,0,0,4840,952,43,10,1623,200,16,5,1020,235,6,4,385,40,2,2,683,126,3,1,140,0,2,2,17,0,1,0,425,90,5,0,29,8,3,1,369,60,32,7,308,31,0,0,705,28,1,1,202,52,0,0,1016,54,35,2,128,0,0,0,2388,375,5,1,159,11,0,0,285,29,8,1,34,13,2,1,230,13,18,1,8799,147,102,8,1255,104,9,3,135,32,1,1,200,65,1,0,833,139,0,0,158,30,3,0,1939,181,7,0,90,0,9,0,285,16,1,0,24,2,0,0,929 ,173 ,7 ,0 ,无数据,,无数据,,1030,130,2,0,52,8,0,0,450,50,0,0,12,0,0,0,66,17,1,0,16,5,0,0,48,9,0,0,136,14,0,0,15,3,0,0,484,149,4,0,208,16,17,4,85,12,1,0,21,8,0,0,34,0,1,0,322,50,1,0,495,31,8,3,24,15,0,0,2,1,0,0,33,10,0,0,6,1,0,0,2,1,1,0,47,9,0,0,64,0,0,0,127,20,3,1,102,0,1,0,9,0,0,0,9,3,1,0,21,5,1,0,409,79,0,0,2020/3/21 12:00,,,,
2020/3/22 12:00,184,222707,30092,9629,1641,26747,7123,278,18,306,53,1,0,1128,224,18,7,5018,1035,233,49,24926,3355,1326,324,53578,6557,4825,793,22101,2253,83,52,947,277,21,12,14459,1847,562,112,20610,966,1556,123,315,109,5,0,318,55,5,1,81054,46,3261,6,1330,243,19,7,392,48,0,0,2815,558,67,30,203,0,2,0,537,103,1,1,3631,637,136,30,534,39,3,0,470,10,0,0,367,0,5,0,69,0,0,0,6069,1229,56,13,1746,123,20,4,1280,260,12,6,432,47,2,0,785,102,3,0,153,13,2,0,17,0,1,0,536,111,5,0,47,18,3,0,450,81,38,6,308,0,0,0,883,178,1,0,240,38,0,0,1055,39,36,1,158,30,0,0,2664,276,7,2,176,17,0,0,294,9,10,2,72,38,2,0,380,150,25？,7,8897,98,104,2,1326,71,13,4,171,36,1,0,245,45,3,2,995,162,0,0,225,67,4,1,2150,211,7,0,139,49,15,6,306,21,1,0,24,0,0,0,1098 ,169 ,7 ,0 ,96,,3,,1183,153,8,6,54,2,0,0,521,71,1,1,22,10,0,0,80,14,1,0,21,5,1,1,52,4,0,0,160,24,0,0,19,4,0,0,670,186,8,4,214,6,17,0,103,18,4,3,27,6,0,0,44,10,1,0,411,89,1,0,530,35,13,5,24,0,0,0,2,0,0,0,41(33?),8?,0,0,14,8,0,0,2,0,1,0,56,9,0,0,64,0,0,0,127,0,3,0,133,31,1,0,14,5,0,0,17,8,1,0,21,0,1,0,473,64,0,0,2020/3/22 12:00,,,,
2020/3/23 12:00,187,254499,31792,11307,1678,35206,8459,471,193,367,61,1,0,1546,418,25,7,5683,665,281,48,28572,3646,1720,394,59138,5560,5476,651,23921,1820,92,9,1236,289,30,9,16018,1559,674,112,21638,1028,1685,129,396,81,7,2,363,45,5,0,81093,39,3270,9,1470,140,20,1,511,119,0,0,3401,586,75,8,316,113,2,0,632,95,1,0,4204,573,179,43,761,227,4,1,494,24,0,0,532,165,7,2,76,7,0,0,6977,908,60,4,1906,160,21,1,1600,320,12,0,455,23,2,0,906,121,4,1,153,0,2,0,27,10,2,1,634,98,7,2,47,0,3,0,514,64,48,10,367,59,0,0,1071,188,1,0,274,34,0,0,1101,46,41,5,235,77,0,0,3244,580,16,9,176,0,0,0,327,33,4？,-6？,72,0,2,0,380,0,19,-6？,8961,64,111,7,1395,69,13,0,222,51,2,1,313,68,3,0,1120,125,1,1,225,0,4,0,2262,112,7,0,201,62,17,2,334,28,2,1,40,16,1,1,1609 ,511 ,7 ,0 ,115,19,4,1,1306,123,10,2,56,2,0,0,626,105,1,0,30,8,0,0,94,14,1,0,24,3,1,0,52,0,0,0,190,30,0,0,19,0,0,0,798,128,8,0,233,19,20,3,131,28,6,2,40,13,0,0,65,21,1,0,721,310,1,0,624,94,15,2,24,0,0,0,2,0,0,0,33,-8?,0,0,21,7,1,1,2,0,1,0,67,11,0,0,634？,570？,7？,7？,187,60,3,0,206,73,1,0,14,0,0,0,17,0,1,0,25,4,1,0,568,95,0,0,2020/3/23 12:00,,,,
2020/3/24 12:00,192,294736,40237,13012,1705,46442,11236,533,62,438,71,1,0,1891,345,34,9,6650,967,335,54,33089,4517,2182,462,63927,4789,6077,601,28729,4808,112,20,1529,293,37,7,19856,3838,860,186,23049,1411,1812,127,471,75,7,0,395,32,5,0,81171,78,3277,7,2091,621,24,4,562,51,0,0,3743,342,88,13,367,51,4,2,746,114,2,1,4749,545,213,34,875,114,6,2,501,7,0,0,789,257,14,7,81,5,0,0,8009,1032,66,6,2016,110,25,4,2060,460,23,11,509,54,2,0,1125,219,6,2,198,45,2,0,33,6,3,1,749,115,8,1,73,26,3,0,579,65,49,1,576,209,7,7,1442,371,1,0,402,128,0,0,1140,39,42,1,277,42,3,3,3924,680,21,5,189,13,0,0,366,39,19,15,72,0,2,0,462,82,33,14,9037,76,120,9,1440,45,24,11,249,27,3,1,313,0,3,0,1236,116,1,0,301,76,4,0,2573,311,10,3,230,29,17,0,339,5,2,0,40,0,1,0,1709 ,100 ,7 ,0 ,143,28,4,0,1518,212,14,4,62,6,0,0,700,74,1,0,36,6,1,1,109,15,1,0,27,3,2,1,66,14,0,0,235,45,0,0,24,5,0,0,875,77,8,0,266,33,23,3,167,36,8,2,56,16,0,0,72,7,1,0,827,106,2,1,695,71,17,2,26,2,0,0,2,0,0,0,46,13,0,0,23,2,1,0,2,0,1,0,79,12,0,0,132,-502？,1,-6？,201,14,3,0,315,109,1,0,14,0,0,0,18,1,1,0,25,0,1,0,588,20,1,1,2020/3/24 12:00,,,,
2020/3/25 12:00,195,337406,42670,15259,2247,55231,8789,790,257,495,57,1,0,2201,310,46,12,8077,1427,422,87,39673,6584,2696,514,69176,5249,6820,743,33856,5127,148,36,1872,343,44,7,22300,2444,1100,240,24811,1762,1934,122,536,65,9,2,395,0,2(5？),-3？,81218,47,3281,4,2792,701,27,3,767,205,1,1,4269,526,122,34,405,38,5,1,922,176,2,0,5560,811,276,63,972,97,7,1,526,25,0,0,1049,260,27,13,81,0,0,0,8785,776,86,20,2272,256,36,11,2362,302,29,6,558,49,2,0,1329,204,7,1,248,50,2,0,33,0,3,0,901,152,10,2,97,24,3,0,686,107,50,1,762,186,11,4,1930,488,3,2,554,152,0,0,1214,74,43,1,378,101,3,0,4876,952,28,7,191,2,0,0,402,36,20,1,245,173,3,1,552,90,35,2,9137,100,126,6,1591,151,32,8,303,54,3,0,443,130,6,3,1394,158,3,2,387,86,6,2,2796,223,12,2,264,34,19,2,390,51,3,1,74,34,1,0,2317 ,608 ,8 ,1 ,170,27,5,1,1624,106,15,1,72,10,0,0,792,92,1,0,44,8,1,0,125,16,1,0,53,26,2,0,84,18,0,0,249,14,0,0,27,3,0,0,1099,224,8,0,316,50,27,4,187,20,8,0,66,10,1,1,87,15,1,0,934,107,4,2,743,48,20,3,30,4,0,0,4,2,0,0,50,4,0,0,31,8,2,1,3,1,1,0,86,7,0,0,166,34,3,2,218,17,3,0,382,67,0（1？）,-1？,73,59,0,0,51？,33？,1,0,40,15,1,0,648,60,2,1,2020/3/25 12:00,,,,
2020/3/26 12:00,197,383722,46316,17656,2397,69171,13940,1031,241,658,163,1,0,2433,232,57,11,9529,1452,463,41,47610,7937,3434,738,74386,5210,7503,683,35731,1875,172,24,2433,561,59,15,25233,2933,1331,231,27017,2206,2077,143,606,70,10,1,480,85,5,3,81285,67,3287,6,3409,617,36,9,900,133,2,1,4937,668,178,56,475,70,6,1,922,0,2,0,6412,852,356,80,1016,44,7,0,537,11,0,0,1082,33,27,0,86,5,0,0,9714,929,103,17,2510,238,42,6,2995,633,43,14,631,73,2,0,1564,235,9,2,333,85,2,0,39,6,5,2,1051,150,14,4,145,48,5,2,790,104,58,8,907,145,17,6,2369,439,5,2,709,155,0,0,1307,93,45,2,470,92,3,0,5560,684,30,2,195,4,0,0,456,54,21,1,312,67,6,3,636,84,38,3,9241,104,131,5,1724,133,34,2,384,81,4,1,558,115,6,0,1654,260,10,7,502,115,8,2,3041,245,14,2,302,38,21,2,419,29,4,1,84,10,2,1,2423 ,106 ,8 ,0 ,225,55,6,1,1796,172,19,4,80,8,0,0,880,88,3,2,46,2,1,0,149,24,1,0,68,15,3,1,99,15,0,0,265,16,0,0,28,1,0,0,1333,234,8,0,346,30,29,2,226,39,10,2,72,6,1,0,93,6,2,1,934,0,4,0,821,78,22,2,52,22,0,0,4,0,0,0,55,5,0,0,39,8,2,0,3,0,1,0,86,0,0,0,176,10,3,0,242,24,3,0,442,60,1,1？,73,0,0,0,21,-30？,1,0,48,8,1,0,739,91,2,0,2020/3/26 12:00,,,,
